customer,age_band,gender,income,policy_type,tenure_years,vehicle_type,response
YV22553,<30,Male,21474,Corporate Auto,14,A,No
QW60568,<30,Male,58789,Corporate Auto,14,A,No
FS38926,<30,Female,66022,Personal Auto,14,A,No
BU59722,<30,Male,0,Personal Auto,14,A,No
YW88487,<30,Female,43406,Personal Auto,14,A,No
KC67652,<30,Male,71255,Personal Auto,14,A,No
XS12556,<30,Female,0,Corporate Auto,14,A,No
WL46640,<30,Male,62977,Corporate Auto,14,A,No
YA71207,<30,Female,30090,Corporate Auto,14,A,No
UV89069,<30,Female,34628,Personal Auto,14,A,No
TJ90326,<30,Female,75037,Personal Auto,14,A,No
IP87756,<30,Male,0,Personal Auto,14,A,No
ZU83252,<30,Female,61897,Personal Auto,14,A,No
XD29421,<30,Male,48115,Personal Auto,14,A,No
HS79851,<30,Male,27681,Personal Auto,14,A,Yes
JQ70222,<30,Female,53055,Personal Auto,14,A,No
QJ57215,<30,Female,0,Personal Auto,14,A,No
VU32116,<30,Female,0,Personal Auto,14,A,No
FP95606,<30,Female,24711,Personal Auto,14,A,No
MR57294,<30,Male,73168,Personal Auto,14,A,Yes
DV51398,<30,Male,0,Personal Auto,14,A,No
CD95333,<30,Male,20920,Personal Auto,14,A,No
OU78642,<30,Female,81568,Personal Auto,14,A,No
WL40338,<30,Female,35625,Personal Auto,14,A,Yes
RK45396,<30,Male,0,Corporate Auto,14,A,No
PN35535,<30,Female,98475,Personal Auto,14,A,No
RD28560,<30,Female,73054,Corporate Auto,14,A,Yes
JY45873,<30,Female,48567,Corporate Auto,14,A,Yes
YX67409,<30,Male,25595,Personal Auto,14,A,No
YJ16399,<30,Male,0,Corporate Auto,14,A,No
EV39201,<30,Female,93272,Personal Auto,14,A,Yes
ZX17330,<30,Male,92401,Personal Auto,14,A,No
PF53601,<30,Male,17130,Special Auto,14,A,No
OX62244,<30,Male,0,Personal Auto,14,A,No
RB81636,<30,Female,0,Personal Auto,14,A,No
AO77635,<30,Female,28987,Personal Auto,14,A,No
QA72881,<30,Male,62464,Personal Auto,14,A,Yes
LT77960,<30,Female,28559,Corporate Auto,14,A,No
RQ11502,<30,Female,23975,Corporate Auto,14,A,No
XY39691,<30,Female,0,Personal Auto,14,A,No
EL55611,<30,Female,51705,Personal Auto,14,A,No
CW38361,<30,Male,61706,Corporate Auto,14,A,No
PG48617,<30,Male,46267,Personal Auto,14,A,No
WM17695,<30,Female,98912,Personal Auto,14,A,No
DY81347,<30,Female,0,Personal Auto,14,A,No
EU27538,<30,Male,35704,Personal Auto,14,A,No
NN53003,<30,Male,20754,Personal Auto,14,A,No
CR99369,<30,Male,34528,Corporate Auto,14,A,No
IA18854,<30,Male,21638,Personal Auto,14,A,No
YM77369,<30,Male,56146,Corporate Auto,14,A,No
BC97773,<30,Female,91368,Personal Auto,14,A,No
IN67175,<30,Female,52389,Personal Auto,14,A,No
UF13251,<30,Male,26032,Personal Auto,14,A,No
IE82679,<30,Male,29735,Personal Auto,14,A,Yes
PU95227,<30,Male,22853,Personal Auto,14,A,No
XP41644,<30,Male,30574,Corporate Auto,14,A,No
EK58626,<30,Male,0,Personal Auto,14,A,No
VO94890,<30,Male,90263,Personal Auto,14,A,No
OG31942,<30,Male,63936,Personal Auto,14,A,No
SB50826,<30,Male,61091,Personal Auto,14,A,No
YL27602,<30,Male,0,Personal Auto,14,A,No
EG48956,<30,Male,0,Personal Auto,14,A,No
GT37101,<30,Female,37640,Personal Auto,14,A,No
IE49043,<30,Female,21114,Personal Auto,14,A,No
OX21474,<30,Male,88867,Personal Auto,14,A,No
LM44949,<30,Female,36938,Special Auto,14,A,No
CQ57225,<30,Male,0,Corporate Auto,14,A,No
CT50487,<30,Female,55274,Corporate Auto,14,A,No
ZF27999,<30,Female,12902,Personal Auto,14,A,Yes
YE24562,<30,Male,20978,Personal Auto,14,A,Yes
ZR66788,<30,Female,39161,Personal Auto,14,A,No
BE17305,<30,Male,52653,Personal Auto,14,A,No
JJ66819,<30,Female,79867,Personal Auto,14,A,No
UA19178,<30,Female,53265,Personal Auto,14,A,No
AS62048,<30,Male,0,Personal Auto,14,A,No
GF38306,<30,Female,96162,Corporate Auto,14,A,No
HC16500,<30,Male,72191,Personal Auto,14,A,No
UQ62739,<30,Male,0,Corporate Auto,14,A,Yes
CV13878,<30,Female,75474,Personal Auto,14,A,No
KJ31611,<30,Male,31063,Personal Auto,14,A,No
PZ80067,<30,Male,0,Personal Auto,14,A,No
JS58659,<30,Male,76558,Special Auto,14,A,No
EC78254,<30,Female,53986,Corporate Auto,14,A,No
DC78147,<30,Male,0,Personal Auto,14,A,Yes
MJ60422,<30,Male,34886,Personal Auto,14,A,No
HX87528,<30,Male,51800,Personal Auto,14,A,No
UF88512,<30,Male,57517,Corporate Auto,14,A,No
CU26127,<30,Female,71731,Corporate Auto,14,A,No
AT72574,<30,Male,0,Personal Auto,14,A,No
TC88986,<30,Male,0,Special Auto,14,A,Yes
CN17219,<30,Male,27961,Personal Auto,14,A,No
KM22467,<30,Male,55898,Personal Auto,14,A,No
PQ27923,<30,Male,71737,Personal Auto,14,A,No
US78266,<30,Female,0,Corporate Auto,14,A,No
NJ46471,<30,Female,56550,Corporate Auto,14,A,No
OD45969,<30,Male,98677,Personal Auto,14,A,No
VY19543,<30,Female,0,Corporate Auto,14,A,No
JS36322,<30,Male,0,Personal Auto,14,A,No
XP61922,<30,Female,89451,Personal Auto,14,A,Yes
YU15037,<30,Female,0,Personal Auto,14,A,No
NA43540,<30,Male,0,Corporate Auto,14,A,No
JP22499,<30,Male,43285,Corporate Auto,14,A,No
GM70734,<30,Female,29095,Corporate Auto,14,A,No
JX19907,<30,Male,0,Corporate Auto,14,A,No
DR77208,<30,Male,0,Personal Auto,14,A,No
BO81145,<30,Male,21723,Personal Auto,14,A,No
YG20683,<30,Male,51159,Personal Auto,14,A,No
HG68775,<30,Female,15462,Corporate Auto,14,A,No
BE78308,<30,Male,0,Personal Auto,14,A,No
TS19868,<30,Male,27501,Personal Auto,14,A,No
LL14393,<30,Male,23867,Personal Auto,14,A,No
FP53421,<30,Male,25944,Personal Auto,14,A,No
PI92163,<30,Male,24383,Corporate Auto,14,A,No
ZJ15114,<30,Male,60986,Corporate Auto,14,A,No
PE72393,<30,Female,0,Corporate Auto,14,A,No
GW52309,<30,Female,56446,Personal Auto,14,A,No
XK15687,<30,Female,58518,Personal Auto,14,A,No
EO91797,<30,Female,32370,Corporate Auto,14,A,No
YU90693,<30,Female,77993,Personal Auto,14,A,No
MW80236,<30,Male,0,Personal Auto,14,A,No
AS93181,<30,Female,14985,Personal Auto,14,A,No
QK90365,<30,Female,19614,Personal Auto,14,A,Yes
DY35486,<30,Male,0,Personal Auto,14,A,No
GJ99406,<30,Female,70263,Corporate Auto,14,A,Yes
KR29524,<30,Female,78596,Personal Auto,14,A,No
GV33313,<30,Female,35625,Personal Auto,14,A,Yes
LZ98529,<30,Male,11721,Personal Auto,14,A,No
JY90595,<30,Male,16042,Personal Auto,14,A,No
ID40186,<30,Female,27778,Personal Auto,14,A,No
UG79499,<30,Male,70930,Personal Auto,14,A,No
BR13613,<30,Male,13528,Personal Auto,14,A,No
AO98601,<30,Male,54500,Corporate Auto,14,A,No
HI60054,<30,Female,51593,Personal Auto,14,A,No
ZV93969,<30,Female,0,Corporate Auto,14,A,No
XK31350,<30,Female,96610,Corporate Auto,14,A,No
LB29621,<30,Female,21370,Corporate Auto,14,A,No
GQ32356,<30,Female,0,Personal Auto,14,A,No
LX74249,<30,Female,96765,Personal Auto,14,A,No
PN68458,<30,Female,0,Corporate Auto,14,A,No
FS81127,<30,Female,0,Corporate Auto,14,A,No
HW97280,<30,Male,74300,Personal Auto,14,A,No
JB36584,<30,Male,41459,Personal Auto,14,A,No
AY18433,<30,Female,45473,Special Auto,14,A,No
IH18704,<30,Male,23566,Personal Auto,14,A,No
WW37525,<30,Male,95701,Personal Auto,14,A,No
AG62140,<30,Female,33716,Personal Auto,14,A,No
TV23956,<30,Male,0,Personal Auto,14,A,No
OL55220,<30,Female,48345,Personal Auto,14,A,No
CH73843,<30,Male,69900,Personal Auto,14,A,No
GP85044,<30,Male,91967,Special Auto,14,A,No
SQ35375,<30,Female,22241,Personal Auto,14,A,No
FH43628,<30,Female,13663,Personal Auto,14,A,Yes
IW70308,<30,Female,23815,Personal Auto,14,A,No
JQ56711,<30,Female,92163,Personal Auto,14,A,No
LR43989,<30,Female,19715,Personal Auto,14,A,No
ON90223,<30,Male,93210,Personal Auto,14,A,No
No61408,<30,Female,57452,Personal Auto,14,A,No
HH45183,<30,Male,93308,Personal Auto,14,A,No
ES93923,<30,Female,24550,Personal Auto,14,A,No
XX31571,<30,Male,0,Personal Auto,14,A,No
LZ89773,<30,Male,0,Personal Auto,14,A,No
AB45325,<30,Male,74215,Personal Auto,14,A,No
GC93551,<30,Female,27179,Personal Auto,14,A,No
HQ10502,<30,Male,40548,Personal Auto,14,A,No
LZ57827,<30,Male,37695,Personal Auto,14,A,No
YE68736,<30,Female,32051,Personal Auto,14,A,No
KL57176,<30,Female,67801,Personal Auto,14,A,No
GT54462,<30,Male,73222,Personal Auto,14,A,No
JL97265,<30,Male,0,Personal Auto,14,A,No
YU72630,<30,Male,72421,Personal Auto,14,A,Yes
NN65590,<30,Female,72335,Personal Auto,14,A,No
JV13438,<30,Male,98693,Personal Auto,14,A,No
YE67531,<30,Male,19683,Personal Auto,14,A,Yes
ID21061,<30,Female,84629,Personal Auto,14,A,No
KH92987,<30,Female,30095,Personal Auto,14,A,No
FF93355,<30,Male,32762,Corporate Auto,14,A,No
TN36521,<30,Female,88440,Personal Auto,14,A,No
TQ32702,<30,Female,22568,Corporate Auto,14,A,No
TK40018,<30,Male,0,Personal Auto,14,A,No
VU33725,<30,Male,31349,Corporate Auto,14,A,No
PU41393,<30,Male,20225,Special Auto,14,A,No
FR56877,<30,Female,28806,Special Auto,14,A,No
GN64199,<30,Female,0,Personal Auto,14,A,No
FX72157,<30,Female,52440,Corporate Auto,14,A,No
JF16897,<30,Female,28360,Personal Auto,14,A,No
IK12576,<30,Female,95647,Personal Auto,14,A,No
LC77957,<30,Male,99180,Personal Auto,14,A,No
VR81851,<30,Female,0,Personal Auto,14,A,No
TM79451,<30,Female,97742,Personal Auto,14,A,No
NG68910,<30,Male,46814,Corporate Auto,14,A,No
SR96970,<30,Male,0,Personal Auto,14,A,No
BQ41371,<30,Female,46897,Personal Auto,14,A,No
ZK67670,<30,Female,44207,Corporate Auto,14,A,No
ST59524,<30,Male,0,Personal Auto,14,A,No
EI17753,<30,Female,58577,Personal Auto,14,A,Yes
IJ33473,<30,Female,0,Personal Auto,14,A,No
OY51402,<30,Female,54040,Personal Auto,14,A,No
BL79888,<30,Female,20090,Personal Auto,14,A,Yes
HA45220,<30,Female,37874,Corporate Auto,14,A,No
MB51200,<30,Male,0,Personal Auto,14,A,No
QV13947,<30,Male,63597,Personal Auto,14,A,No
YX96463,<30,Female,58733,Corporate Auto,14,A,No
NA12740,<30,Male,25486,Special Auto,14,A,No
SJ43436,<30,Female,52785,Corporate Auto,14,A,No
DP97298,<30,Male,33190,Personal Auto,14,A,No
WM25415,<30,Female,34430,Personal Auto,14,A,No
ZC61874,<30,Female,19429,Special Auto,14,A,No
AX39008,<30,Male,80409,Personal Auto,14,A,No
WN91943,<30,Male,30763,Personal Auto,14,A,No
VR66049,<30,Male,56980,Corporate Auto,14,A,Yes
AD28349,<30,Male,0,Personal Auto,14,A,No
JJ97525,<30,Male,25632,Personal Auto,14,A,Yes
AT55072,<30,Male,65733,Personal Auto,14,A,No
AY73718,<30,Female,96535,Personal Auto,14,A,No
XO70106,<30,Male,58781,Personal Auto,14,A,No
JC45487,<30,Male,73168,Personal Auto,14,A,Yes
FH97700,<30,Female,62864,Personal Auto,14,A,No
LK51056,<30,Male,78152,Corporate Auto,14,A,No
VI69768,<30,Male,69781,Personal Auto,14,A,No
GP99578,<30,Female,0,Personal Auto,14,A,No
CM59084,<30,Female,25147,Corporate Auto,14,A,Yes
DK26322,<30,Male,26887,Special Auto,14,A,No
VC34764,<30,Male,26806,Personal Auto,14,A,Yes
HN45134,<30,Male,88997,Personal Auto,14,A,Yes
ES16126,<30,Male,60475,Personal Auto,14,A,Yes
WL99637,<30,Male,27293,Personal Auto,14,A,No
WV74449,<30,Female,0,Personal Auto,14,A,No
WX80471,<30,Male,56875,Personal Auto,14,A,No
VU19243,<30,Female,18052,Personal Auto,14,A,No
KD63998,<30,Male,56342,Personal Auto,14,A,Yes
XW93623,<30,Male,33811,Personal Auto,14,A,No
VG43444,<30,Male,36794,Personal Auto,14,A,No
YI95574,<30,Male,16049,Personal Auto,14,A,No
JW30054,<30,Male,71034,Corporate Auto,14,A,No
UI99818,<30,Female,75648,Personal Auto,14,A,Yes
HF82396,<30,Female,0,Personal Auto,14,A,No
BH60627,<30,Male,0,Personal Auto,14,A,No
KO26461,<30,Male,41520,Personal Auto,14,A,No
NL59273,<30,Female,61486,Personal Auto,14,A,No
SD42668,<30,Male,0,Personal Auto,14,A,No
ZG10765,<30,Female,0,Personal Auto,14,A,Yes
GA86186,<30,Male,62873,Special Auto,14,A,Yes
IS63925,<30,Female,21073,Personal Auto,14,A,Yes
AH41449,<30,Male,24666,Personal Auto,14,A,No
SO98684,<30,Female,0,Personal Auto,14,A,No
HA99340,<30,Male,0,Personal Auto,14,A,No
QJ31447,<30,Male,22582,Personal Auto,14,A,No
RM93459,<30,Male,0,Personal Auto,14,A,No
LV44800,<30,Female,78310,Personal Auto,14,A,No
JE99638,<30,Male,23577,Personal Auto,14,A,No
FI25204,<30,Female,29673,Corporate Auto,14,A,No
JT69863,<30,Male,16258,Personal Auto,14,A,No
OM82309,<30,Male,61321,Personal Auto,14,A,No
IH48064,<30,Male,68073,Personal Auto,14,A,No
OW31837,<30,Female,74028,Corporate Auto,14,A,No
TY22591,<30,Male,32823,Personal Auto,14,A,No
FS86064,<30,Male,0,Personal Auto,14,A,No
KE35335,<30,Female,75333,Personal Auto,14,A,No
MC55901,<30,Female,69231,Personal Auto,14,A,No
KL14426,<30,Female,83288,Personal Auto,14,A,No
YP32443,<30,Male,20354,Personal Auto,14,A,No
CO91673,<30,Female,29031,Personal Auto,14,A,No
CH85444,<30,Male,25943,Corporate Auto,14,A,No
GH48715,<30,Female,77912,Corporate Auto,14,A,No
DI42246,<30,Male,0,Personal Auto,14,A,No
NN79124,<30,Male,90156,Personal Auto,14,A,No
ZB88708,<30,Male,78127,Personal Auto,14,A,No
ZM33786,<30,Female,17774,Personal Auto,14,A,No
PH70685,<30,Female,70795,Corporate Auto,14,A,No
LM58949,<30,Male,24248,Personal Auto,14,A,No
IM30965,<30,Male,71868,Corporate Auto,14,A,No
KR50062,<30,Male,79507,Personal Auto,14,A,No
VV82891,<30,Female,0,Personal Auto,14,A,Yes
OA23108,<30,Female,40896,Personal Auto,14,A,No
YP71513,<30,Male,0,Personal Auto,14,A,No
SN63066,<30,Female,28204,Personal Auto,14,A,No
AD95939,<30,Male,28773,Personal Auto,14,A,No
PB43222,<30,Male,73759,Personal Auto,14,A,No
VT63298,<30,Male,0,Personal Auto,14,A,No
RT64920,<30,Male,55836,Personal Auto,14,A,No
VT87641,<30,Female,95815,Personal Auto,14,A,No
EK40672,<30,Male,22981,Personal Auto,14,A,No
MD17521,<30,Male,64825,Personal Auto,14,A,No
HP77890,<30,Female,56457,Personal Auto,14,A,No
JX50334,<30,Female,0,Corporate Auto,14,A,Yes
UA84837,<30,Male,24065,Corporate Auto,14,A,No
FN77294,<30,Male,30366,Personal Auto,14,A,No
WG37485,<30,Female,58357,Personal Auto,14,A,No
EE59791,<30,Female,56617,Personal Auto,14,A,No
EU95973,<30,Female,22978,Personal Auto,14,A,No
EN97874,<30,Female,55037,Corporate Auto,14,A,No
PX27645,<30,Male,0,Personal Auto,14,A,No
TX73398,<30,Male,0,Personal Auto,14,A,No
PF26758,<30,Female,94880,Special Auto,14,A,No
LX23185,<30,Female,0,Personal Auto,14,A,No
FB68802,<30,Male,0,Personal Auto,14,A,No
AQ34238,<30,Male,0,Corporate Auto,14,A,No
TM13510,<30,Male,46168,Personal Auto,14,A,No
ZF40143,<30,Female,48197,Personal Auto,14,A,No
EW35231,<30,Female,56379,Corporate Auto,14,A,No
XM14899,<30,Male,0,Personal Auto,14,A,No
FO78512,<30,Male,41775,Personal Auto,14,A,No
NF51705,<30,Male,92157,Corporate Auto,14,A,No
KE91683,<30,Female,42045,Personal Auto,14,A,No
DB93245,<30,Female,87455,Corporate Auto,14,A,No
ME35315,<30,Male,0,Corporate Auto,14,A,No
MO33320,<30,Male,18024,Personal Auto,14,A,No
VC43751,<30,Female,38684,Personal Auto,14,A,No
QW44380,<30,Male,54378,Personal Auto,14,A,No
HI71466,<30,Male,23459,Personal Auto,14,A,No
AL78075,<30,Male,0,Personal Auto,14,A,No
OD25312,<30,Male,0,Personal Auto,14,A,No
GN76399,<30,Male,0,Personal Auto,14,A,No
UH79028,<30,Male,51066,Personal Auto,14,A,Yes
DS32060,<30,Male,20046,Personal Auto,14,A,No
KN20603,<30,Male,45506,Personal Auto,14,A,No
WR58220,<30,Male,0,Personal Auto,14,A,No
NX52648,<30,Female,33043,Personal Auto,14,A,No
HQ32112,<30,Male,68131,Personal Auto,14,A,No
AD33653,<30,Male,0,Personal Auto,14,A,No
FR54989,<30,Male,0,Corporate Auto,14,A,No
HG53255,<30,Male,66146,Personal Auto,14,A,No
MS46793,<30,Male,0,Personal Auto,14,A,Yes
BB41401,<30,Male,26876,Personal Auto,14,A,Yes
FQ20031,<30,Male,29418,Personal Auto,14,A,No
ZL23478,<30,Female,85689,Corporate Auto,14,A,No
VM53683,<30,Female,78804,Personal Auto,14,A,No
ZG47195,<30,Male,0,Personal Auto,14,A,No
VH31965,<30,Male,40783,Personal Auto,14,A,No
XS30210,<30,Male,84583,Corporate Auto,14,A,No
PY51000,<30,Male,34148,Personal Auto,14,A,No
JH58282,<30,Female,0,Personal Auto,14,A,Yes
MP95255,<30,Female,66676,Personal Auto,14,A,Yes
TE79454,<30,Female,0,Personal Auto,14,A,No
QB15345,<30,Female,0,Personal Auto,14,A,No
LB59405,<30,Female,57693,Personal Auto,14,A,Yes
PT50227,<30,Male,0,Personal Auto,14,A,No
RO43614,<30,Female,0,Personal Auto,14,A,No
JG66653,<30,Male,25506,Personal Auto,14,A,No
QW24080,<30,Female,0,Personal Auto,14,A,No
AM79057,<30,Female,69024,Personal Auto,14,A,No
SA25987,<30,Male,0,Personal Auto,14,A,No
YM88338,<30,Female,58580,Personal Auto,14,A,No
QT43282,<30,Male,76847,Corporate Auto,14,A,No
WQ54314,<30,Female,56455,Personal Auto,14,A,No
UQ71296,<30,Male,97095,Personal Auto,14,A,No
SC47383,<30,Female,38169,Corporate Auto,14,A,No
WJ38827,<30,Male,0,Corporate Auto,14,A,No
BA17836,<30,Male,57340,Corporate Auto,14,A,No
AA69265,<30,Female,60817,Personal Auto,14,A,No
XF94560,<30,Female,0,Corporate Auto,14,A,No
TR85083,<30,Male,61085,Personal Auto,14,A,No
TU92578,<30,Male,45345,Personal Auto,14,A,No
SL71998,<30,Male,63223,Personal Auto,14,A,No
TV97612,<30,Male,20815,Personal Auto,14,A,No
WV79842,<30,Male,24314,Personal Auto,14,A,No
AQ11656,<30,Male,0,Personal Auto,14,A,No
NQ67659,<30,Female,33190,Personal Auto,14,A,Yes
ML93514,<30,Male,63977,Personal Auto,14,A,No
NK27819,<30,Male,23091,Personal Auto,14,A,Yes
UW70224,<30,Female,63422,Personal Auto,14,A,No
MR52230,<30,Male,56598,Personal Auto,14,A,No
ED80746,<30,Male,19634,Corporate Auto,14,A,No
OX35378,<30,Male,36706,Personal Auto,14,A,No
ZJ29643,<30,Female,0,Personal Auto,14,A,Yes
PF77449,<30,Female,23923,Personal Auto,14,A,No
SY17488,<30,Female,46623,Corporate Auto,14,A,No
LG19551,<30,Male,22134,Corporate Auto,14,A,No
CC85895,<30,Female,56481,Personal Auto,14,A,No
RA65645,<30,Male,95697,Personal Auto,14,A,Yes
EZ30498,<30,Male,13129,Personal Auto,14,A,No
EF99768,<30,Female,37800,Corporate Auto,14,A,No
KF46546,<30,Female,75845,Personal Auto,14,A,No
UV49359,<30,Female,74335,Corporate Auto,14,A,No
ZE62067,<30,Male,26057,Corporate Auto,14,A,Yes
VE31268,<30,Male,0,Personal Auto,14,A,No
DT82702,<30,Female,0,Personal Auto,14,A,Yes
QK62680,<30,Female,39770,Personal Auto,14,A,No
NG93751,<30,Male,46435,Corporate Auto,14,A,No
HC52114,<30,Female,0,Corporate Auto,14,A,No
ZC17276,<30,Male,0,Personal Auto,14,A,No
JH91579,<30,Female,0,Personal Auto,14,A,Yes
WI81695,<30,Female,0,Personal Auto,14,A,No
SJ18454,<30,Male,0,Personal Auto,14,A,No
EC71857,<30,Female,28519,Personal Auto,14,A,No
DQ45854,<30,Female,64388,Personal Auto,14,A,No
MO48960,<30,Female,0,Personal Auto,14,A,Yes
XJ39660,<30,Female,66203,Personal Auto,14,A,No
WX10701,<30,Male,0,Corporate Auto,14,A,No
JQ74890,<30,Male,0,Corporate Auto,14,A,No
HR26088,<30,Female,0,Personal Auto,14,A,No
WF44706,<30,Male,26876,Personal Auto,14,A,Yes
TH86528,<30,Female,0,Personal Auto,14,A,No
NN87570,<30,Male,27681,Corporate Auto,14,A,Yes
NQ86532,<30,Male,26854,Personal Auto,14,A,No
CR33417,<30,Female,36529,Personal Auto,14,A,No
LZ35469,<30,Female,76731,Personal Auto,14,A,Yes
WC22220,<30,Male,72302,Corporate Auto,14,A,Yes
XJ96507,<30,Female,85132,Personal Auto,14,A,No
KB20508,<30,Male,11033,Special Auto,14,A,No
OV29928,<30,Female,67423,Corporate Auto,14,A,No
SM17747,<30,Male,29038,Personal Auto,14,A,No
IK12620,<30,Female,12160,Personal Auto,14,A,No
FA89548,<30,Male,0,Personal Auto,14,A,No
SM36624,<30,Male,0,Personal Auto,14,A,No
YP75411,<30,Male,0,Personal Auto,14,A,No
CJ15590,<30,Female,32720,Personal Auto,14,A,No
LS90887,<30,Female,26225,Special Auto,14,A,No
VU53417,<30,Male,23051,Personal Auto,14,A,No
SK79760,<30,Male,15340,Corporate Auto,14,A,No
HX33134,<30,Male,22158,Personal Auto,14,A,No
RA49085,<30,Female,37038,Corporate Auto,14,A,No
YW95322,<30,Male,23629,Personal Auto,14,A,No
TL44525,<30,Male,78618,Corporate Auto,14,A,Yes
GI70742,<30,Female,66466,Personal Auto,14,A,No
TY27229,<30,Male,85942,Personal Auto,14,A,No
PJ13204,<30,Female,0,Corporate Auto,14,A,No
EA63660,<30,Female,0,Personal Auto,14,A,No
UA26783,<30,Male,0,Personal Auto,14,A,No
EE24901,<30,Male,0,Personal Auto,14,A,No
JO13576,<30,Female,21861,Personal Auto,14,A,No
VY75186,<30,Male,0,Personal Auto,14,A,No
MN20737,<30,Female,73935,Corporate Auto,14,A,No
CK19789,<30,Female,62773,Personal Auto,14,A,No
TT30338,<30,Female,89586,Personal Auto,14,A,No
SQ60915,<30,Male,35970,Corporate Auto,14,A,No
MP96373,<30,Male,54585,Personal Auto,14,A,No
TC29250,<30,Male,0,Personal Auto,14,A,No
EH41854,<30,Female,0,Personal Auto,14,A,No
OB73235,<30,Male,45949,Corporate Auto,14,A,No
UO49439,<30,Male,90289,Personal Auto,14,A,No
BE55425,<30,Male,28095,Personal Auto,14,A,No
NY56352,<30,Female,23220,Personal Auto,14,A,No
XP47431,<30,Female,54507,Personal Auto,14,A,Yes
ZH93283,<30,Male,13528,Personal Auto,14,A,Yes
QE52050,<30,Female,0,Corporate Auto,14,A,No
GM98732,<30,Female,0,Personal Auto,14,A,No
YN69214,<30,Male,0,Personal Auto,14,A,No
EI89831,<30,Female,96961,Corporate Auto,14,A,No
LB19360,<30,Female,29462,Personal Auto,14,A,Yes
IA90990,<30,Female,0,Corporate Auto,14,A,No
ZL73902,<30,Female,25820,Personal Auto,14,A,Yes
DC79319,<30,Female,29160,Personal Auto,14,A,No
LY19199,<30,Male,80355,Corporate Auto,14,A,No
VB65967,<30,Male,49331,Personal Auto,14,A,No
QU55718,<30,Female,92914,Personal Auto,14,A,No
UV69038,<30,Male,0,Corporate Auto,14,A,No
KZ80383,<30,Female,29587,Personal Auto,14,A,No
BV55014,<30,Male,24445,Personal Auto,14,A,No
TN79733,<30,Female,0,Personal Auto,14,A,Yes
LY73893,<30,Male,35398,Personal Auto,14,A,No
TJ68521,<30,Male,41991,Personal Auto,14,A,No
TS53809,<30,Male,0,Personal Auto,14,A,No
JL42497,<30,Female,66900,Personal Auto,14,A,No
PB81005,<30,Male,53562,Personal Auto,14,A,No
YA52900,<30,Male,0,Corporate Auto,14,A,No
GT18023,<30,Female,86195,Special Auto,14,A,No
HA72996,<30,Female,75648,Corporate Auto,14,A,Yes
JO75190,<30,Male,43963,Corporate Auto,14,A,No
OD79784,<30,Male,84450,Corporate Auto,14,A,No
BH35016,<30,Female,63933,Personal Auto,14,A,No
NM44679,<30,Male,0,Personal Auto,14,A,No
ZO83562,<30,Female,0,Personal Auto,14,A,No
XS36281,<30,Female,85718,Personal Auto,14,A,No
PN21042,<30,Male,82297,Personal Auto,14,A,No
MU23938,<30,Male,45259,Personal Auto,14,A,No
KU56006,<30,Female,52220,Personal Auto,14,A,No
PA28328,<30,Female,93272,Corporate Auto,14,A,Yes
MT23134,<30,Male,0,Personal Auto,14,A,Yes
BA66627,<30,Female,22220,Personal Auto,14,A,No
FN67085,<30,Male,22331,Corporate Auto,14,A,No
CR92802,<30,Female,36650,Special Auto,14,A,Yes
YD48962,<30,Male,0,Personal Auto,14,A,No
RK96223,<30,Male,52369,Personal Auto,14,A,No
WV39838,<30,Female,0,Personal Auto,14,A,No
EV14053,<30,Female,34062,Corporate Auto,14,A,No
QO12561,<30,Male,0,Personal Auto,14,A,No
XF93358,<30,Female,22775,Personal Auto,14,A,No
CJ81799,<30,Female,70263,Personal Auto,14,A,Yes
QY37300,<30,Male,57222,Personal Auto,14,A,No
CJ63667,<30,Female,25663,Corporate Auto,14,A,No
WE19034,<30,Male,24409,Corporate Auto,14,A,No
VA77345,<30,Female,26884,Special Auto,14,A,No
ZB50601,<30,Male,0,Personal Auto,14,A,No
XC32316,<30,Male,0,Corporate Auto,14,A,No
XR74789,<30,Female,63328,Personal Auto,14,A,No
JX10102,<30,Female,0,Personal Auto,14,A,No
QS79556,<30,Female,20455,Corporate Auto,14,A,No
RZ89359,<30,Female,61883,Personal Auto,14,A,No
SX85653,<30,Female,85609,Personal Auto,14,A,No
DR93103,<30,Female,36212,Personal Auto,14,A,No
MY31220,<30,Female,54230,Personal Auto,14,A,No
OQ88395,<30,Male,84300,Corporate Auto,14,A,No
JD19036,<30,Female,41671,Personal Auto,14,A,No
CI95726,<30,Female,82477,Personal Auto,14,A,Yes
EA87824,<30,Female,96832,Personal Auto,14,A,No
RW65101,<30,Female,0,Personal Auto,14,A,No
GW42895,<30,Female,77803,Personal Auto,14,A,No
GX11087,<30,Female,0,Personal Auto,14,A,No
OV40993,<30,Female,17453,Personal Auto,14,A,No
OO96627,<30,Male,0,Corporate Auto,14,A,No
QZ42725,<30,Female,0,Personal Auto,14,A,No
US82810,<30,Female,0,Corporate Auto,14,A,No
AP89323,<30,Female,40516,Personal Auto,14,A,No
FW53453,<30,Female,36094,Personal Auto,14,A,No
ZG19911,<30,Female,35149,Personal Auto,14,A,No
HE72629,<30,Female,0,Personal Auto,14,A,No
IR74017,<30,Female,32116,Personal Auto,14,A,No
WM19967,<30,Female,63755,Personal Auto,14,A,No
LQ68252,<30,Male,27208,Personal Auto,14,A,No
FB77856,<30,Male,28142,Personal Auto,14,A,Yes
